"ASSOCIATIONID","ASSOCIATION","MONTH","YEAR","CLOSEDLISTINGS","PENDINGLISTINGS","ACTIVELISTINGS","AVERAGELISTINGPRICE","MEDIANLISTINGPRICE","AVERAGECLOSINGPRICE","MEDIANCLOSINGPRICE","TOTALDOLLARSSOLD","AVERAGEDAYSONMARKET"
4370,"Somerset-Lake Cumberland Board of REALTORS®",3,2007,62,,,,,141000,122500,8752704,183
4275,"South Central Kentucky Association of REALTORS®",3,2007,29,,,,,116083,108500,2266400,137
4240,"Ashland Area Board of REALTORS®",2,2007,58,,,,,105941,85000,6144590,154
4250,"Central Kentucky Association of REALTORS®",2,2007,53,,,,,115731,110000,6133750,197
4245,"Eastern Kentucky Association of REALTORS®",2,2007,38,,,,,90834,103500,4098484,141
4300,"Greater Louisville Association of REALTORS®",2,2007,960,,,,,159692,134500,153184915,85
4335,"Greater Owensboro Board of REALTORS®",2,2007,90,,,,,110258,84250,9923186,123
4375,"Heart of Kentucky Association of REALTORS®",2,2007,155,,,,,125183,125000,19403308,130
4280,"Henderson-Audubon Board of REALTORS®",2,2007,34,,,,,117918,111950,4009220,90
4285,"Hopkinsville-Christian Board of REALTORS®",2,2007,42,,,,,111543,99500,4684800,113
4290,"Kentucky-Barkley Lakes Board of REALTORS®",2,2007,21,,,,,93227,90001,1957770,149
4295,"Lexington Bluegrass Association of REALTORS®",2,2007,665,,,,,176465,143000,117349461,95
4310,"Madisonville-Hopkins Board of REALTORS®",2,2007,32,,,,,105241,87500,3367710,120
4315,"Mayfield-Graves Board of REALTORS®",2,2007,18,,,,,61167,50250,1101000,114
4320,"Murray Calloway County Board of REALTORS®",2,2007,15,,,,,169605,155000,2544080,90
4325,"Northern Kentucky Association of REALTORS®",2,2007,418,,,,,157327,134900,65762811,87
4330,"Old Kentucky Home Board of REALTORS®",2,2007,41,,,,,134523,117000,4240550,181
4340,"Paducah Board of REALTORS®",2,2007,61,,,,,121742,95000,7425250,132
4345,"Pennyrile Board of REALTORS®",2,2007,33,,,,,145826,99900,4812250,151
4355,"REALTOR® Association of Southern Kentucky",2,2007,147,,,,,129837,117000,19086166,125
4370,"Somerset-Lake Cumberland Board of REALTORS®",2,2007,40,,,,,143360,118500,5734380,164
4275,"South Central Kentucky Association of REALTORS®",2,2007,18,,,,,121428,113750,2185700,142
4240,"Ashland Area Board of REALTORS®",1,2007,65,,,,,105799,94900,6876950,150
4250,"Central Kentucky Association of REALTORS®",1,2007,38,,,,,149986,117000,5699475,179
4245,"Eastern Kentucky Association of REALTORS®",1,2007,42,,,,,77242,84111,4623134,195
4300,"Greater Louisville Association of REALTORS®",1,2007,954,,,,,163506,130000,155984598,89
4335,"Greater Owensboro Board of REALTORS®",1,2007,87,,,,,100447,82000,8738900,116
4375,"Heart of Kentucky Association of REALTORS®",1,2007,123,,,,,125947,119500,15491451,136
4280,"Henderson-Audubon Board of REALTORS®",1,2007,19,,,,,136779,134690,2598805,127
4285,"Hopkinsville-Christian Board of REALTORS®",1,2007,37,,,,,103865,104700,3843000,126
4290,"Kentucky-Barkley Lakes Board of REALTORS®",1,2007,25,,,,,80100,67000,2002488,76
4295,"Lexington Bluegrass Association of REALTORS®",1,2007,598,,,,,171752,147500,102707608,92
4310,"Madisonville-Hopkins Board of REALTORS®",1,2007,37,,,,,98673,105000,3650901,114
4315,"Mayfield-Graves Board of REALTORS®",1,2007,14,,,,,71943,44350,1007200,136
4320,"Murray Calloway County Board of REALTORS®",1,2007,13,,,,,131161,103500,1705091,123
4325,"Northern Kentucky Association of REALTORS®",1,2007,384,,,,,154406,139700,59291818,90
4330,"Old Kentucky Home Board of REALTORS®",1,2007,34,,,,,128307,116600,3421950,179
4340,"Paducah Board of REALTORS®",1,2007,47,,,,,122359,84600,5750851,125
4345,"Pennyrile Board of REALTORS®",1,2007,30,,,,,131763,89250,3952900,122
4355,"REALTOR® Association of Southern Kentucky",1,2007,151,,,,,138366,120000,20893320,133
4370,"Somerset-Lake Cumberland Board of REALTORS®",1,2007,37,,,,,134000,122000,4942013,167
4275,"South Central Kentucky Association of REALTORS®",1,2007,22,,,,,168339,124450,3703468,132
4240,"Ashland Area Board of REALTORS®",12,2006,64,,,,,109401,89200,7001650,163
4250,"Central Kentucky Association of REALTORS®",12,2006,58,,,,,109935,85500,6376250,115
4245,"Eastern Kentucky Association of REALTORS®",12,2006,35,,,,,125683,76692,4524570,152
4300,"Greater Louisville Association of REALTORS®",12,2006,1086,,,,,169129,138500,183635104,82
4335,"Greater Owensboro Board of REALTORS®",12,2006,86,,,,,116010,106450,9976879,113
4375,"Heart of Kentucky Association of REALTORS®",12,2006,148,,,,,133604,119000,19911447,126
4280,"Henderson-Audubon Board of REALTORS®",12,2006,18,,,,,99729,92950,1795123,106
4285,"Hopkinsville-Christian Board of REALTORS®",12,2006,40,,,,,102822,92400,4112875,118
4290,"Kentucky-Barkley Lakes Board of REALTORS®",12,2006,28,,,,,118713,82500,3323951,94
4295,"Lexington Bluegrass Association of REALTORS®",12,2006,769,,,,,171111,140256,131584369,84
4310,"Madisonville-Hopkins Board of REALTORS®",12,2006,39,,,,,83384,60000,3251985,107
4315,"Mayfield-Graves Board of REALTORS®",12,2006,21,,,,,72068,68000,1513426,102
4320,"Murray Calloway County Board of REALTORS®",12,2006,20,,,,,137861,143761,2757221,148
4325,"Northern Kentucky Association of REALTORS®",12,2006,461,,,,,153430,137500,70731098,80
4330,"Old Kentucky Home Board of REALTORS®",12,2006,35,,,,,123012,95000,5043500,172
4340,"Paducah Board of REALTORS®",12,2006,50,,,,,146191,130000,7309542,114
4345,"Pennyrile Board of REALTORS®",12,2006,27,,,,,130267,97000,3517200,114
4355,"REALTOR® Association of Southern Kentucky",12,2006,162,,,,,128529,117450,20812717,115
4370,"Somerset-Lake Cumberland Board of REALTORS®",12,2006,45,,,,,140000,129000,6292810,183
4275,"South Central Kentucky Association of REALTORS®",12,2006,22,,,,,138100,127500,3038200,128
4240,"Ashland Area Board of REALTORS®",11,2006,74,,,,,124394,89000,9205175,142
4250,"Central Kentucky Association of REALTORS®",11,2006,48,,,,,142354,134900,6833005,146
4245,"Eastern Kentucky Association of REALTORS®",11,2006,35,,,,,121660,108063,4258100,349
4300,"Greater Louisville Association of REALTORS®",11,2006,1228,,,,,178341,143900,219003274,89
4335,"Greater Owensboro Board of REALTORS®",11,2006,94,,,,,130514,115999,12268302,116
4375,"Heart of Kentucky Association of REALTORS®",11,2006,147,,,,,137240,121500,20277798,131
4280,"Henderson-Audubon Board of REALTORS®",11,2006,34,,,,,107348,88900,3649816,109
4285,"Hopkinsville-Christian Board of REALTORS®",11,2006,46,,,,,102297,94215,4705640,110
4290,"Kentucky-Barkley Lakes Board of REALTORS®",11,2006,33,,,,,132062,98000,4358050,122
4295,"Lexington Bluegrass Association of REALTORS®",11,2006,772,,,,,172844,146000,133435840,78
4310,"Madisonville-Hopkins Board of REALTORS®",11,2006,35,,,,,78880,73500,2760800,93
4315,"Mayfield-Graves Board of REALTORS®",11,2006,27,,,,,90887,71250,2453937,139
4320,"Murray Calloway County Board of REALTORS®",11,2006,20,,,,,113071,107500,2261421,98
4325,"Northern Kentucky Association of REALTORS®",11,2006,512,,,,,159733,134613,81783432,73
4330,"Old Kentucky Home Board of REALTORS®",11,2006,33,,,,,122686,99500,4294000,112
4340,"Paducah Board of REALTORS®",11,2006,54,,,,,129546,125000,6995490,122
4345,"Pennyrile Board of REALTORS®",11,2006,27,,,,,120327,76000,3248840,157
4355,"REALTOR® Association of Southern Kentucky",11,2006,178,,,,,154428,125250,27488293,135
4370,"Somerset-Lake Cumberland Board of REALTORS®",11,2006,47,,,,,129000,118000,6064269,135
4275,"South Central Kentucky Association of REALTORS®",11,2006,36,,,,,107246,89350,3860850,107
4240,"Ashland Area Board of REALTORS®",10,2006,85,,,,,109664,95294,9321407,147
4250,"Central Kentucky Association of REALTORS®",10,2006,49,,,,,123462,122000,6049629,183
4245,"Eastern Kentucky Association of REALTORS®",10,2006,44,,,,,140666,122819,4923300,180
4300,"Greater Louisville Association of REALTORS®",10,2006,1242,,,,,178709,139000,221956942,76
4335,"Greater Owensboro Board of REALTORS®",10,2006,106,,,,,120197,95950,12740923,116
4375,"Heart of Kentucky Association of REALTORS®",10,2006,148,,,,,152300,129950,22952948,133
4280,"Henderson-Audubon Board of REALTORS®",10,2006,34,,,,,110729,107000,3764799,95
4285,"Hopkinsville-Christian Board of REALTORS®",10,2006,51,,,,,100239,85000,5112166,107
4290,"Kentucky-Barkley Lakes Board of REALTORS®",10,2006,20,,,,,103228,81650,2064556,121
4295,"Lexington Bluegrass Association of REALTORS®",10,2006,848,,,,,178844,147150,151659490,81
4310,"Madisonville-Hopkins Board of REALTORS®",10,2006,49,,,,,98378,83900,4820527,103
4315,"Mayfield-Graves Board of REALTORS®",10,2006,30,,,,,56932,53750,1707961,110
4320,"Murray Calloway County Board of REALTORS®",10,2006,26,,,,,113502,88761,2951041,91
4325,"Northern Kentucky Association of REALTORS®",10,2006,471,,,,,148977,128500,70167985,78
4330,"Old Kentucky Home Board of REALTORS®",10,2006,54,,,,,110944,94450,6878530,215
4340,"Paducah Board of REALTORS®",10,2006,78,,,,,126037,112000,9830916,140
4345,"Pennyrile Board of REALTORS®",10,2006,29,,,,,110016,110000,3190450,90
4355,"REALTOR® Association of Southern Kentucky",10,2006,188,,,,,137466,114000,25843679,117
4370,"Somerset-Lake Cumberland Board of REALTORS®",10,2006,75,,,,,129000,118000,9659960,191
4275,"South Central Kentucky Association of REALTORS®",10,2006,25,,,,,107536,99000,2688400,133
4240,"Ashland Area Board of REALTORS®",9,2006,102,,,,,122579,96425,12503097,130
4250,"Central Kentucky Association of REALTORS®",9,2006,58,,,,,113283,102500,6570440,151
4245,"Eastern Kentucky Association of REALTORS®",9,2006,48,,,,,117542,69882,5642000,157
4300,"Greater Louisville Association of REALTORS®",9,2006,1279,,,,,167916,135000,214764514,73
4335,"Greater Owensboro Board of REALTORS®",9,2006,100,,,,,121539,111250,12153903,118
4375,"Heart of Kentucky Association of REALTORS®",9,2006,174,,,,,148216,134950,25789652,122
4280,"Henderson-Audubon Board of REALTORS®",9,2006,38,,,,,112467,94250,4273740,109
4285,"Hopkinsville-Christian Board of REALTORS®",9,2006,47,,,,,112756,95000,5299550,113
4290,"Kentucky-Barkley Lakes Board of REALTORS®",9,2006,41,,,,,97028,85750,3978150,128
4295,"Lexington Bluegrass Association of REALTORS®",9,2006,880,,,,,178083,144422,156713220,80
4310,"Madisonville-Hopkins Board of REALTORS®",9,2006,43,,,,,93148,67000,4005350,93
4315,"Mayfield-Graves Board of REALTORS®",9,2006,31,,,,,69055,55000,2140700,95
4320,"Murray Calloway County Board of REALTORS®",9,2006,22,,,,,115386,100950,2538491,104
4325,"Northern Kentucky Association of REALTORS®",9,2006,548,,,,,154884,134500,84876515,78
4330,"Old Kentucky Home Board of REALTORS®",9,2006,61,,,,,122995,110000,7502700,184
4340,"Paducah Board of REALTORS®",9,2006,92,,,,,157505,113500,14490500,101
4345,"Pennyrile Board of REALTORS®",9,2006,33,,,,,123093,95000,4062080,121
4355,"REALTOR® Association of Southern Kentucky",9,2006,219,,,,,136895,117000,29980055,113
4370,"Somerset-Lake Cumberland Board of REALTORS®",9,2006,71,,,,,143000,115000,10143966,118
4275,"South Central Kentucky Association of REALTORS®",9,2006,33,,,,,101453,97000,3347945,106
4240,"Ashland Area Board of REALTORS®",8,2006,87,,,,,114523,94000,9963543,110
4250,"Central Kentucky Association of REALTORS®",8,2006,70,,,,,104209,90750,7294600,139
4245,"Eastern Kentucky Association of REALTORS®",8,2006,42,,,,,160238,114566,6409550,127
4300,"Greater Louisville Association of REALTORS®",8,2006,1539,,,,,176275,139300,271286837,73
4335,"Greater Owensboro Board of REALTORS®",8,2006,126,,,,,132732,109450,16724253,106
4375,"Heart of Kentucky Association of REALTORS®",8,2006,197,,,,,139382,130000,27458174,119
4280,"Henderson-Audubon Board of REALTORS®",8,2006,40,,,,,106201,96500,4248050,76
4285,"Hopkinsville-Christian Board of REALTORS®",8,2006,42,,,,,107715,86450,4524036,123
4290,"Kentucky-Barkley Lakes Board of REALTORS®",8,2006,21,,,,,113908,101760,2392060,112
4295,"Lexington Bluegrass Association of REALTORS®",8,2006,1107,,,,,176810,148500,195728182,68
4310,"Madisonville-Hopkins Board of REALTORS®",8,2006,44,,,,,86186,65520,3792190,110
4315,"Mayfield-Graves Board of REALTORS®",8,2006,27,,,,,97263,79000,262100,115
4320,"Murray Calloway County Board of REALTORS®",8,2006,35,,,,,116839,115000,4089350,110
4325,"Northern Kentucky Association of REALTORS®",8,2006,716,,,,,155681,133705,111467700,71
4330,"Old Kentucky Home Board of REALTORS®",8,2006,58,,,,,135436,111950,7855310,159
4340,"Paducah Board of REALTORS®",8,2006,83,,,,,154665,131000,12837191,120
4345,"Pennyrile Board of REALTORS®",8,2006,35,,,,,143491,103000,5022200,99
4355,"REALTOR® Association of Southern Kentucky",8,2006,257,,,,,135714,120000,34878733,109
4370,"Somerset-Lake Cumberland Board of REALTORS®",8,2006,84,,,,,132000,120000,11094950,146
4275,"South Central Kentucky Association of REALTORS®",8,2006,35,,,,,133832,126500,4684123,107
4240,"Ashland Area Board of REALTORS®",7,2006,94,,,,,119505,93125,11233451,141
4250,"Central Kentucky Association of REALTORS®",7,2006,82,,,,,120197,113200,9856790,117
4245,"Eastern Kentucky Association of REALTORS®",7,2006,47,,,,,118815,104704,4396184,127
4300,"Greater Louisville Association of REALTORS®",7,2006,1502,,,,,186346,145000,279891036,75
4335,"Greater Owensboro Board of REALTORS®",7,2006,99,,,,,105081,83000,10403047,123
4375,"Heart of Kentucky Association of REALTORS®",7,2006,208,,,,,139659,129900,29049040,121
4280,"Henderson-Audubon Board of REALTORS®",7,2006,44,,,,,92462,83000,4068317,93
4285,"Hopkinsville-Christian Board of REALTORS®",7,2006,52,,,,,107710,90750,5600900,137
4290,"Kentucky-Barkley Lakes Board of REALTORS®",7,2006,38,,,,,150764,114000,5729048,119
